"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q13","Q86","Q84_1","Q84_2","Q84_3","Q84_4","hungry","Q43","Q83_1","Q83_2","Q83_3","Q83_4","full","Q47","Q48_1","Q48_2","Q48_3","Q48_4","Q49","Q44","Q45_1","Q45_2","Q45_3","Q45_4","Q46","Q57","food1","food2","food3","food4","food5","fill1","fill2","fill3","fill4","fill5","Q239","Q240","Q241","Q242","Q243","Q244","Q245","Q246","Q247","Q248","Q249","Q73","thirsty","hungry.0","tired","Q51","Q42","Q35","Q41","Q2","Q3","Q4","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q35.0","DO_BR_FL_35","DO_BR_FL_41","DO_BR_FL_39","DO_BL_choices_now","DO_BL_Choices_general","LocationLatitude","LocationLongitude","LocationAccuracy","condition","nowgeneral","choice_now","choice_general","choice","filter_$"
"R_2zAzyiHybx9PsBU","Default Response Set","Anonymous","","","68.204.174.205","0",2015-12-10 13:57:18,2015-12-10 13:57:35,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","28.985900878906","-81.219596862793","-1",NA,NA,NA,NA,NA,NA
"R_QhSeVDmgkUxMs9z","Default Response Set","Anonymous","","","66.87.117.142","0",2015-12-10 13:58:27,2015-12-10 13:58:36,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","40.811599731445","-73.885597229004","-1",NA,NA,NA,NA,NA,NA
"R_1kRXQUGCoShgeTv","Default Response Set","Anonymous","","","107.77.90.109","0",2015-12-10 14:03:39,2015-12-10 14:03:46,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","38","-97","-1",NA,NA,NA,NA,NA,NA
"R_2aQ5CuxKG9RKZIo","Default Response Set","Anonymous","","","75.90.213.181","0",2015-12-10 14:07:24,2015-12-10 14:07:31,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","37.141006469727","-83.737197875977","-1",NA,NA,NA,NA,NA,NA
"R_DVrpz8rP9KwjS8x","Default Response Set","Anonymous","","","172.56.4.124","0",2015-12-10 14:20:15,2015-12-10 14:21:41,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","38","-97","-1",NA,NA,NA,NA,NA,NA
"R_3npwFvYlAnpkySI","Default Response Set","Anonymous","","","75.72.201.16","0",2015-12-10 14:48:55,2015-12-10 14:49:12,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","44.937393188477","-93.221900939941","-1",NA,NA,NA,NA,NA,NA
"R_1otCXNGh1BYSzUc","Default Response Set","Anonymous","","","70.44.96.77","0",2015-12-10 14:52:57,2015-12-10 14:53:02,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","40.606201171875","-75.477996826172","-1",NA,NA,NA,NA,NA,NA
"R_3gYje3VcS0lqqxr","Default Response Set","Anonymous","","","75.72.201.16","8",2015-12-10 14:59:36,2015-12-10 15:00:15,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","44.937393188477","-93.221900939941","-1",NA,NA,NA,NA,NA,NA
"R_2ZE0cQdlCtCQG6j","Default Response Set","Anonymous","","","67.10.100.19","0",2015-12-10 16:54:00,2015-12-10 16:54:07,1,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","31.872406005859","-106.34700012207","-1",NA,NA,NA,NA,NA,NA
"R_2zd6WoXCvgUOeLm","Default Response Set","Anonymous","","","73.252.12.190","0",2015-12-10 13:18:49,2015-12-10 13:18:59,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_3qCZGgTy0sOSYeR","Default Response Set","Anonymous","","","97.95.214.150","0",2015-12-10 13:21:19,2015-12-10 13:21:31,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","Control1","","","","","","-1",3,NA,NA,NA,NA,NA
"R_po2evLa2uoyscP7","Default Response Set","Anonymous","","","104.60.41.222","0",2015-12-10 13:19:02,2015-12-10 13:19:53,0,"",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunger","","","","","","","-1",1,NA,NA,NA,NA,NA
"R_RwpSJvK11ojobJf","Default Response Set","Anonymous","","","72.36.39.147","0",2015-12-10 13:18:00,2015-12-10 13:18:18,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_pclopC9cRIepUHL","Default Response Set","Anonymous","","","75.137.234.236","0",2015-12-10 13:21:33,2015-12-10 13:22:34,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","control2","","","","","","-1",3,NA,NA,NA,NA,NA
"R_RJ3UDt7lAcGyimB","Default Response Set","Anonymous","","","50.251.194.81","0",2015-12-10 13:24:02,2015-12-10 13:24:08,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_2w66DZLBBFvfNpQ","Default Response Set","Anonymous","","","68.184.42.162","0",2015-12-10 13:24:01,2015-12-10 13:24:11,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","Control1","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_12Q29syxDw9MvnP","Default Response Set","Anonymous","","","69.31.50.162","0",2015-12-10 13:43:58,2015-12-10 13:44:19,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","Control1","","","","","","-1",3,NA,NA,NA,NA,NA
"R_3nMkZ5kZadmbiXA","Default Response Set","Anonymous","","","64.57.252.4","0",2015-12-10 13:22:33,2015-12-10 13:22:42,0,"",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunger","","","","","","","-1",1,NA,NA,NA,NA,NA
"R_3dWEcS1NPWFcAGh","Default Response Set","Anonymous","","","24.130.232.222","0",2015-12-10 13:30:20,2015-12-10 13:30:38,0,"",1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",2,NA,NA,NA,NA,NA
"R_VI0EnnkDUYY26zf","Default Response Set","Anonymous","","","65.51.204.122","0",2015-12-10 13:22:48,2015-12-10 13:22:58,0,"",1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",2,NA,NA,NA,NA,NA
"R_1l9QSlcHn98sHWO","Default Response Set","Anonymous","","","72.187.52.81","0",2015-12-10 13:24:13,2015-12-10 13:24:48,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","control2","","","","","","-1",3,NA,NA,NA,NA,NA
"R_1gcIweYX7QuwBHc","Default Response Set","Anonymous","","","68.40.137.91","0",2015-12-10 13:30:08,2015-12-10 13:30:27,0,"",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunger","","","","","","","-1",1,NA,NA,NA,NA,NA
"R_1kZEw8u1xOXeAIK","Default Response Set","Anonymous","","","174.52.112.95","0",2015-12-10 13:29:06,2015-12-10 13:30:43,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","Control1","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_1EhAwUoc7GEdrHj","Default Response Set","Anonymous","","","67.160.180.163","0",2015-12-10 13:20:35,2015-12-10 13:21:33,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_UWt5mOJaNYdjnVL","Default Response Set","Anonymous","","","207.204.117.29","0",2015-12-10 13:25:04,2015-12-10 13:25:55,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","Control1","","","","","","-1",3,NA,NA,NA,NA,NA
"R_ZdCeYTM3MvdTINb","Default Response Set","Anonymous","","","50.173.94.50","0",2015-12-10 13:18:21,2015-12-10 13:19:31,0,"",1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",2,NA,NA,NA,NA,NA
"R_2YaJCBqdbesTp2p","Default Response Set","Anonymous","","","75.68.119.60","0",2015-12-10 13:26:37,2015-12-10 13:26:46,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunger","","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_3PAjtqpBcvFblKg","Default Response Set","Anonymous","","","98.215.44.120","0",2015-12-10 13:19:05,2015-12-10 13:22:14,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","control2","","","","","","-1",3,NA,NA,NA,NA,NA
"R_3PMkVFjareb6dF8","Default Response Set","Anonymous","","","104.245.151.31","0",2015-12-10 13:32:21,2015-12-10 13:32:31,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full","","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_2TMFqGhz56ktkRI","Default Response Set","Anonymous","","","73.230.44.177","0",2015-12-10 13:30:06,2015-12-10 13:30:24,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunger","","","","","","","-1",NA,NA,NA,NA,NA,NA
"R_1oeeE0ZVe1AnhM3","Default Response Set","Anonymous","","","50.204.167.20","0",2015-12-10 13:33:53,2015-12-10 13:34:06,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL_41","Control1","","","","","","-1",3,NA,NA,NA,NA,NA
"R_1F5I1RyVd2Vhja7","Default Response Set","Anonymous","","","100.11.198.142","0",2015-12-10 13:33:37,2015-12-10 13:33:58,0,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunger","","","","","","","-1",NA,NA,NA,NA,NA,NA
